bikes_rented,temp,humidity,wind_speed,visibility,dew_temp,solar_rad,rainfall,snowfall
725,22.3,84,1.9,751,19.4,0.47,0,0
813,22.9,74,1.3,1162,18,0.84,0,0
1014,23.4,61,2.1,1964,15.4,0.91,0,0
989,23.7,64,1.9,1474,16.4,0.79,0,0
754,23.6,66,2.1,1689,16.8,0.87,0,0
409,23.4,72,2.2,682,18,0.73,0,0
222,23.2,83,1.5,349,20.1,0.77,0.5,0
142,22.5,86,2.5,342,20,0.47,0,0
322,22,89,2.2,285,20,0.21,1,0
520,21.5,89,3,350,19.6,0.18,0,0
852,21.2,87,2.7,479,18.9,0.01,0,0
1073,21.1,88,1.7,404,19,0,0,0
1146,21.2,88,1.7,373,19.1,0,0,0
988,21.4,87,2.4,540,19.1,0,0,0
571,21.3,80,2.6,1203,17.7,0,0,0
531,21,82,1.8,958,17.8,0,0,0
337,20.5,73,1.9,1693,15.4,0,0,0
227,20.3,81,1.9,1234,16.9,0,0.1,0
186,20.2,82,1.4,1202,17,0,0,0
160,20,81,2,1313,16.6,0,0,0
246,19.4,84,1.6,1252,16.6,0,0,0
625,18.8,88,1.2,798,16.7,0,0,0
1487,18.5,88,1.4,695,16.4,0.08,0,0
2276,18.9,77,0.6,1109,14.7,0.56,0,0
1185,20.5,66,1.1,1711,13.9,1.12,0,0
868,21.7,60,1.7,1540,13.5,1.44,0,0
954,23.8,54,2.1,1626,13.9,2.55,0,0
1083,25.2,50,1.7,1710,14,2.83,0,0
1069,25.6,50,3.8,1876,14.3,2.82,0,0
1092,26.7,40,3.3,1822,11.9,2.8,0,0
1207,27.4,33,2.7,1955,9.6,2.5,0,0
1445,27.6,37,2.8,1935,11.5,1.9,0,0
2056,27.3,43,2.6,2000,13.6,1.25,0,0
3277,25.3,56,2.8,1992,15.8,0.54,0,0
2489,23,63,3.1,2000,15.5,0.03,0,0
2232,21.9,65,2.5,1986,15,0,0,0
2100,21.3,66,2.3,1989,14.6,0,0,0
1865,20.8,65,0.9,2000,13.9,0,0,0
1293,20.2,68,1.2,1963,14,0,0,0
886,20.1,58,0.3,2000,11.5,0,0,0
761,20,59,1.1,1999,11.7,0,0,0
524,19.9,64,1.5,1755,12.8,0,0,0
294,19.6,72,1.7,1140,14.4,0,0,0
241,19.6,74,1.4,847,14.8,0,0,0
137,19.5,74,1.8,1421,14.7,0,0,0
47,18.8,85,1.4,412,16.2,0,0.5,0
130,18,95,1.6,375,17.1,0,1.5,0
299,18,91,1.3,896,16.5,0.11,0.5,0
89,18.2,93,1.4,572,17,0.18,1,0
87,18.4,91,1.2,394,16.8,0.25,0.5,0
111,18.8,95,1.5,597,17.9,0.46,0,0
180,19,91,1.7,965,17.4,0.67,0.5,0
301,18.9,89,2.6,586,17,0.58,0,0
573,19.3,83,2.3,2000,16.3,0.83,0.5,0
696,19.4,79,1.4,2000,15.6,0.33,0,0
912,19.5,75,2.1,2000,14.9,0.38,0,0
1290,19.3,76,2.1,2000,14.9,0.21,0,0
1786,19.1,77,2.5,2000,14.9,0.08,0,0
1272,18.9,78,2.2,2000,14.9,0,0,0
898,19.1,77,2.2,1834,14.9,0,0,0
784,18.7,84,2.7,1744,15.9,0,0,0
1049,18.4,85,2.1,1772,15.8,0,0,0
935,18.7,80,1.7,2000,15.1,0,0,0
809,18.9,78,2.1,2000,14.9,0,0,0
674,19,78,1.6,2000,15,0,0,0
122,19.1,78,1.3,2000,15.1,0,0,0
28,18.5,88,1.2,659,16.4,0,1.5,0
24,17.9,95,1.7,1298,17,0,2.5,0
24,17.8,93,1.8,2000,16.6,0,0.5,0
23,17.6,95,1.7,974,16.7,0,1.5,0
45,17.6,96,1.7,310,16.9,0,5,0
127,17.8,97,2,1284,17.3,0.09,4,0
47,18.2,96,1.3,1251,17.5,0.21,1,0
78,18.4,96,2,1124,17.7,0.32,1,0
98,18.9,91,1.8,1938,17.3,0.64,0.5,0
143,19.1,91,2,1971,17.5,0.63,0,0
600,19.8,88,0.9,1796,17.7,0.65,0,0
972,21.4,76,1.4,2000,16.9,1.5,0.5,0
1288,21.8,76,1.4,2000,17.3,1.2,0,0
1550,21.5,78,1.2,2000,17.4,0.51,0,0
1904,21.2,77,1.2,2000,16.9,0.31,0,0
2235,20.9,77,0.6,2000,16.7,0.23,0,0
1720,20.3,81,1,2000,16.9,0.02,0,0
1551,20,82,0.4,2000,16.8,0,0,0
1540,19.9,82,0.6,2000,16.7,0,0,0
1493,19.7,82,0.5,2000,16.5,0,0,0
1171,19.5,82,0.6,2000,16.3,0,0,0
953,19.5,81,1.1,2000,16.1,0,0,0
875,19.5,83,1.5,1459,16.5,0,0,0
458,18.8,90,1,1191,17.1,0,0,0
96,18.9,88,0.8,1226,16.8,0,0,0
93,18.8,96,0.2,973,18.1,0,6.5,0
215,18.4,95,0.1,752,17.5,0,0,0
363,18.1,96,0.9,557,17.4,0.04,0,0
810,19.7,78,1.3,740,15.7,1.17,0,0
925,21.8,67,1.9,878,15.3,1.88,0,0
1062,22.7,55,2.7,1297,13.1,1.86,0,0
1273,24.2,43,2.2,1798,10.8,2.31,0,0
1409,24.9,32,3.9,2000,7,2.57,0,0
1532,25.2,28,4.4,2000,5.3,2.76,0,0
1814,25.4,32,3.8,1980,7.4,2.42,0,0
1840,25.3,38,3,2000,9.9,1.88,0,0
2045,24.6,35,3.6,1990,8.1,1.2,0,0
1939,23.2,36,2.8,2000,7.2,0.47,0,0
1743,21.3,43,2.8,2000,8.2,0.02,0,0
1604,20.4,52,1.2,2000,10.2,0,0,0
1502,19.4,55,0.8,2000,10.1,0,0,0
1430,18.6,62,0.6,2000,11.1,0,0,0
1108,17.9,66,1,2000,11.4,0,0,0
880,17.2,69,0.6,2000,11.4,0,0,0
644,16.4,66,0.1,2000,10,0,0,0
489,16,72,1.3,2000,10.9,0,0,0
334,15.8,70,0.8,2000,10.3,0,0,0
202,16.2,69,0.7,2000,10.4,0,0,0
106,16.3,67,0.8,2000,10.1,0,0,0
144,16.5,73,1.2,2000,11.6,0,0,0
261,16.5,74,0.4,2000,11.8,0,0,0
439,17,69,1.2,2000,11.2,0.3,0,0
534,18.4,59,1,1951,10.2,0.86,0,0
620,19.3,59,0.2,2000,11,0.94,0,0
764,20.1,57,3,1929,11.3,1.29,0,0
915,20.8,52,1.2,1984,10.5,1.25,0,0
1031,22.7,44,1.4,1913,9.8,1.77,0,0
1136,24.2,40,1.2,1953,9.7,2.62,0,0
1366,25,28,2.2,2000,5.2,2.39,0,0
1502,24.6,29,4,1988,5.3,1.73,0,0
1591,24.1,41,2.4,2000,10,1.17,0,0
1492,22.3,53,2.7,2000,12.2,0.44,0,0
1333,21,54,2.9,2000,11.3,0.01,0,0
1287,20.2,48,3.3,2000,8.8,0,0,0
1148,19.1,38,2.1,2000,4.4,0,0,0
1074,18.5,40,2.5,2000,4.6,0,0,0
768,17.7,45,1.1,2000,5.6,0,0,0
620,17.2,50,1.7,2000,6.6,0,0,0
426,16.8,53,2,2000,7.1,0,0,0
302,16.1,57,0.7,2000,7.5,0,0,0
216,15.5,63,0.3,2000,8.4,0,0,0
141,14.9,68,0.9,2000,9,0,0,0
105,14.4,66,0.3,2000,8.1,0,0,0
141,14.3,66,0.5,2000,8,0,0,0
205,14.7,61,2.1,2000,7.2,0.02,0,0
296,15.4,52,2.2,1985,5.5,0.49,0,0
310,17,43,2.1,1993,4.3,1.36,0,0
426,18.5,38,3.3,2000,3.8,2.02,0,0
588,19.4,31,4.1,1966,1.8,2.55,0,0
754,20.3,34,2.6,2000,3.9,2.85,0,0
885,20.9,30,3.5,2000,2.6,2.93,0,0
1099,21.3,30,4.3,2000,3,2.78,0,0
1273,21.8,32,3.3,2000,4.3,2.42,0,0
1433,22,31,2.7,2000,4,1.87,0,0
1442,21.6,32,3.1,2000,4.1,1.2,0,0
1237,20.3,35,2.4,2000,4.3,0.46,0,0
1280,18.6,54,2.7,2000,9,0.01,0,0
1227,17.6,57,1.4,2000,8.9,0,0,0
1145,16.8,58,1.2,2000,8.4,0,0,0
958,16.6,47,3.9,2000,5.2,0,0,0
750,15.7,51,0.4,2000,5.5,0,0,0
558,14.7,55,1.6,2000,5.7,0,0,0
408,13.8,60,0.8,2000,6.1,0,0,0
292,13.4,62,0.2,2000,6.2,0,0,0
222,12.7,67,0.5,2000,6.7,0,0,0
157,12,69,0.5,2000,6.4,0,0,0
105,11.5,70,0.5,2000,6.2,0,0,0
132,11.2,70,0.9,2000,5.9,0,0,0
262,10.8,72,0.9,2000,5.9,0.03,0,0
440,12,61,1.3,1988,4.6,0.6,0,0
542,15.3,49,1,2000,4.6,1.34,0,0
667,18,44,1.3,1984,5.5,1.99,0,0
853,20.1,40,1.6,1985,6,2.47,0,0
1045,21.7,36,2,2000,5.9,2.78,0,0
1309,22.9,30,2,2000,4.3,2.9,0,0
1522,23.7,28,1.4,2000,4,2.77,0,0
1747,24.1,26,1.6,2000,3.3,2.38,0,0
1955,24.2,28,1.7,2000,4.5,1.86,0,0
2033,22.9,33,1.4,2000,5.7,0.83,0,0
1885,21.6,37,1,2000,6.2,0.24,0,0
1608,20.3,39,0.6,2000,5.8,0,0,0
1583,19.3,45,0.4,2000,7,0,0,0
1565,18.5,48,1,2000,7.2,0,0,0
1418,17.7,52,1,2000,7.7,0,0,0
1042,17.4,49,1.2,2000,6.5,0,0,0
880,17,51,1.5,2000,6.7,0,0,0
594,16.6,53,1.7,2000,6.9,0,0,0
453,16.6,54,1.5,2000,7.2,0,0,0
355,16.5,57,1.6,2000,7.9,0,0,0
222,16.4,59,1.7,2000,8.3,0,0,0
150,16.3,61,1.5,2000,8.7,0,0,0
230,16.3,62,2.1,2000,8.9,0,0,0
335,16.3,62,2,2000,8.9,0.01,0,0
598,16.7,60,2,2000,8.8,0.2,0,0
680,17.7,54,1.8,2000,8.2,0.63,0,0
923,19.4,47,2.3,2000,7.7,1.45,0,0
1152,20.5,42,2.1,1981,7.1,1.59,0,0
1358,22.5,37,1.8,2000,7,2.5,0,0
1686,23.4,34,2.1,2000,6.6,2.84,0,0
1972,24.1,33,1.3,2000,6.8,2.52,0,0
2170,24.7,35,1.2,2000,8.1,2.28,0,0
2270,24.4,35,1.8,2000,7.9,1.71,0,0
2349,23.6,38,1.4,2000,8.4,1.04,0,0
2339,22.1,45,1.5,2000,9.6,0.27,0,0
1937,20.7,46,1,2000,8.6,0.02,0,0
1653,20,46,2,2000,8,0,0,0
1529,18.9,43,2,2000,6,0,0,0
1249,18.1,43,1.7,2000,5.3,0,0,0
934,17.4,46,2.1,2000,5.6,0,0,0
770,16.7,50,1.7,2000,6.2,0,0,0
488,16.1,53,1.4,2000,6.5,0,0,0
326,15.7,53,1.4,2000,6.1,0,0,0
178,14.9,57,1.1,2000,6.4,0,0,0
151,14.4,58,1.1,2000,6.2,0,0,0
207,13.9,60,0.6,2000,6.2,0,0,0
589,13.4,61,0.8,2000,6,0,0,0
1364,13.2,60,0.5,2000,5.5,0.02,0,0
2129,14.8,51,1.1,2000,4.7,0.59,0,0
1120,17.7,48,1.5,2000,6.5,1.3,0,0
907,19.9,47,1.8,1989,8.2,1.93,0,0
1019,21.3,43,1.7,1998,8.2,2.42,0,0
1189,23.2,42,1.4,2000,9.5,2.73,0,0
1191,23,39,1.7,2000,8.2,2.28,0,0
1305,24.6,34,1.5,2000,7.6,2.74,0,0
1404,23.4,35,1.4,2000,7,1.39,0,0
1636,23.6,31,1.1,2000,5.4,1.37,0,0
2189,24.3,31,1.5,2000,6,1.17,0,0
3154,22.5,38,0.8,2000,7.4,0.31,0,0
2422,20.6,44,0.7,2000,7.9,0.01,0,0
2098,19.5,47,1.2,2000,7.8,0,0,0
1930,18.7,48,1.3,2000,7.4,0,0,0
1801,17.9,50,1,2000,7.3,0,0,0
1222,17.7,51,1.4,2000,7.4,0,0,0
1037,16.6,69,1,2000,10.8,0,0,0
982,16.2,71,0.9,2000,10.9,0,0,0
690,15.8,71,1.1,2000,10.5,0,0,0
493,15.5,73,1,2000,10.6,0,0,0
301,15.4,74,0.9,2000,10.7,0,0,0
208,15,77,0.5,2000,10.9,0,0,0
290,14.6,81,1,2000,11.3,0,0,0
513,14.7,76,0.8,2000,10.5,0.02,0,0
848,15.7,65,1.2,2000,9.1,0.54,0,0
1076,18.3,58,1.4,1958,9.8,1.24,0,0
1071,20.8,52,1.5,2000,10.5,1.88,0,0
1284,22.3,50,1.3,2000,11.3,2.36,0,0
1495,23.8,44,1.7,2000,10.8,2.66,0,0
1752,24.9,40,1.4,2000,10.3,2.75,0,0
1892,26.2,33,1.8,2000,8.6,2.62,0,0
2065,26.5,33,1.4,2000,8.9,2.25,0,0
2254,26.6,34,1.3,2000,9.4,1.69,0,0
2432,26.3,31,1,2000,7.8,1.03,0,0
2397,24.8,41,0.5,2000,10.6,0.33,0,0
2021,22.5,43,0.4,2000,9.2,0,0,0
1835,21.3,46,0.1,2000,9.2,0,0,0
1781,20.1,54,1.2,2000,10.4,0,0,0
1501,19.3,55,0.5,2000,10,0,0,0
1229,18.6,59,0.7,2000,10.4,0,0,0
680,14.1,55,2.6,2000,5.1,0,0,0
402,13.9,57,2,2000,5.5,0,0,0
262,13.9,56,2.4,2000,5.2,0,0,0
179,13.6,56,1.6,2000,4.9,0,0,0
143,13.7,56,1.9,2000,5,0,0,0
246,13.7,57,1.8,1999,5.3,0,0,0
632,13.3,56,2.3,2000,4.6,0,0,0
1429,13.1,58,2.1,1997,5,0.03,0,0
2101,13.7,54,2.4,1960,4.5,0.39,0,0
1106,14.9,50,3.4,1989,4.5,1.08,0,0
856,16.3,47,3.6,1815,4.9,1.93,0,0
959,17,45,4.5,1966,4.9,2.04,0,0
1138,18.4,40,3.5,1958,4.5,2.28,0,0
1087,17.6,49,4.7,2000,6.7,1.89,0,0
1137,19.3,36,3.5,1986,3.8,2.28,0,0
1258,19,40,3.8,1983,5,1.96,0,0
1357,17.7,47,3.4,2000,6.2,0.81,0,0
1799,17.2,53,2.9,2000,7.5,0.25,0,0
2857,16.6,61,2.9,2000,9,0.16,0,0
2122,16.2,62,2.2,2000,8.9,0,0,0
1824,15.4,63,2.1,2000,8.3,0,0,0
1777,14.6,66,4,2000,8.3,0,0,0
1501,13.9,69,0.5,2000,8.2,0,0,0
1057,13.4,69,3.7,2000,7.8,0,0,0
1040,14.5,74,0.4,2000,9.9,0,0,0
882,13.8,75,0.5,2000,9.4,0,0,0
685,13.2,77,1.2,1972,9.2,0,0,0
497,12.6,78,0.6,1907,8.8,0,0,0
284,12.1,80,1.2,1834,8.7,0,0,0
173,11.8,82,1.1,1878,8.8,0,0,0
278,11.4,84,0.3,1742,8.7,0,0,0
440,11.2,85,0.3,1593,8.7,0.02,0,0
762,11.8,73,1,1649,7.1,0.49,0,0
966,14.4,61,0.7,1340,6.9,1.21,0,0
1113,17.3,53,0.7,1406,7.6,1.83,0,0
1248,20.3,46,1.6,1409,8.2,2.29,0,0
1634,21.4,40,1.4,1973,7.2,2.53,0,0
1849,22.5,40,2.6,1854,8.2,2.64,0,0
1995,23.4,35,1.6,1972,7,2.51,0,0
2200,24.1,34,2,1996,7.2,2.14,0,0
2112,24,34,2.7,2000,7.1,1.62,0,0
2400,23.3,36,1.7,1960,7.3,0.95,0,0
2235,21.5,43,1.8,2000,8.3,0.26,0,0
1792,20,49,1.5,2000,8.9,0,0,0
1744,18.6,55,1.5,2000,9.3,0,0,0
1594,17.6,59,1.6,2000,9.4,0,0,0
1393,16.9,63,0.2,2000,9.8,0,0,0
1033,16.1,63,0.6,2000,9,0,0,0
973,19,64,1.9,2000,12,0,0,0
735,18.6,66,1.7,2000,12.1,0,0,0
515,18.2,64,2,2000,11.2,0,0,0
329,18,61,1.8,2000,10.3,0,0,0
221,17.7,57,1.3,2000,9,0,0,0
223,17.6,57,1.1,2000,8.9,0,0,0
531,17.7,55,1.5,2000,8.5,0,0,0
282,17.7,56,1.3,2000,8.8,0,0,0
208,16.9,72,1.3,2000,11.8,0.04,0.3,0
47,16.3,85,1.8,942,13.7,0.13,1.2,0
33,15.8,89,1.8,742,13.9,0.18,1.5,0
29,16.1,89,2.4,1112,14.2,0.4,1.5,0
23,16.6,90,1.7,518,14.9,0.51,2,0
22,16.9,95,1.6,325,16,0.48,4,0
17,17.2,95,1.6,553,16.3,0.48,2.5,0
8,17.2,96,0.6,213,16.5,0.26,4,0
28,17.1,97,1.7,382,16.6,0.15,6,0
66,16.9,97,2.1,728,16.4,0.08,5.5,0
74,16.7,96,1.6,1461,16,0.03,1,0
55,16.6,96,2.4,1072,15.9,0,1.5,0
44,16.5,96,2.7,1047,15.8,0,1,0
32,16.5,96,2.2,963,15.8,0,1.5,0
23,16.2,92,2.6,1771,14.8,0,1.5,0
4,16.3,91,1.8,1811,14.8,0,0.5,0
5,16.5,97,2.3,364,16,0,9.5,0
6,16.6,97,2,457,16.1,0.01,9,0
5,16.7,97,2.9,550,16.2,0.05,6,0
2,17,97,1.5,676,16.5,0.15,6,0
20,17.5,95,2,1214,16.6,0.35,3.5,0
130,18,92,2.9,1999,16.6,0.45,1,0
529,17.7,89,5,2000,15.8,0.62,0.5,0
941,19.3,79,3.6,2000,15.5,1.36,0,0
1236,21,67,4.1,2000,14.6,2.05,0,0
1601,21.5,62,3.4,2000,13.9,1.26,0,0
1870,21.1,64,1.2,2000,14,0.4,0,0
2012,20.5,66,1.2,2000,13.9,0.16,0,0
1761,19.7,72,0.6,2000,14.5,0,0,0
1567,19.4,67,0.8,2000,13.1,0,0,0
1731,18.5,78,0.1,2000,14.5,0,0,0
1459,17.7,78,0.3,2000,13.8,0,0,0
1162,16.9,84,0.9,2000,14.1,0,0,0
1049,16.3,86,0.3,2000,13.9,0,0,0
768,16,88,1.2,2000,14,0,0,0
538,15.7,88,0.4,2000,13.7,0,0,0
372,15.5,88,1.7,1998,13.5,0,0,0
255,15.1,90,1.2,850,13.4,0,0,0
146,15.1,89,1.1,1615,13.2,0,0,0
189,14.8,89,0.2,1490,12.9,0,0,0
345,14.3,89,0.6,1165,12.5,0.03,0,0
589,14.6,71,1,1896,9.3,0.43,0,0
753,16.2,60,1.9,1899,8.4,1.16,0,0
932,18.1,56,2.6,1720,9.1,1.79,0,0
1188,19.1,56,2.4,1802,10.1,2.15,0,0
1516,19.8,46,2.5,1837,7.8,2.3,0,0
1714,20.1,41,3,1963,6.4,2.34,0,0
1987,20.2,42,2.8,1832,6.8,1.87,0,0
2167,20.4,36,2.8,2000,4.8,1.56,0,0
2270,20.7,34,2,2000,4.2,1.23,0,0
2255,19.4,32,3.2,2000,2.2,0.63,0,0
2069,17.9,29,2.8,2000,-0.4,0.16,0,0
1608,16.6,36,1.4,2000,1.4,0,0,0
1519,15.5,37,1.9,2000,0.8,0,0,0
1385,14.4,36,1,2000,-0.5,0,0,0
1160,13.6,38,1.5,2000,-0.4,0,0,0
840,12.9,38,1.5,2000,-1.1,0,0,0
711,12.3,44,0.8,2000,0.3,0,0,0
390,11.7,52,1.1,2000,2.1,0,0,0
265,11.1,56,1.4,2000,2.6,0,0,0
192,10.8,59,0.5,2000,3,0,0,0
123,10.4,61,0.6,2000,3.1,0,0,0
215,9.8,63,0.5,2000,3,0,0,0
503,9.5,68,0.9,2000,3.8,0,0,0
1206,9.2,72,1,2000,4.4,0.01,0,0
2005,9.9,66,1.2,2000,3.8,0.35,0,0
1166,12.2,51,0.7,1918,2.3,1.02,0,0
943,15,44,0.5,1839,2.8,1.48,0,0
1117,17.9,39,1.3,1873,3.7,2.06,0,0
1238,19.2,31,0.5,1994,1.6,2.4,0,0
1303,20.2,28,1.3,2000,1,2.25,0,0
1358,20.2,24,1.5,2000,-1,1.8,0,0
1502,20.6,26,1.2,2000,0.4,1.76,0,0
1603,20.3,25,1.8,2000,-0.3,1.15,0,0
2127,20,28,0.7,2000,0.9,0.79,0,0
2787,18.1,39,1,2000,3.9,0.21,0,0
2150,16.4,42,1.8,2000,3.4,0,0,0
1838,15.5,45,2.2,2000,3.6,0,0,0
1788,15.1,48,2.6,2000,4.1,0,0,0
1636,14.4,49,1.1,2000,3.8,0,0,0
1196,13.5,55,0.5,2000,4.6,0,0,0
643,16.6,53,0.9,2000,6.9,0,0,0
144,16.6,57,1.5,2000,8,0,0,0
55,14.4,91,0.4,402,12.9,0,4.5,0
90,14.3,95,1,967,13.5,0,2.5,0
82,14.3,92,2,714,13,0,0,0
152,13.6,89,2.7,990,11.8,0,0,0
441,12.6,86,1.9,1430,10.3,0,0,0
1220,12.3,84,3.2,1220,9.6,0,0,0
2082,11.8,80,3.7,1518,8.4,0.16,0,0
1097,12,72,3.3,1650,7,0.68,0,0
792,12,61,4.1,1981,4.6,0.86,0,0
914,12.7,50,3.3,1999,2.5,1.61,0,0
1006,13.7,43,3.4,1980,1.3,1.65,0,0
1015,14.3,43,3.6,1995,1.8,1.86,0,0
1041,14,43,2.8,2000,1.5,1.13,0,0
1171,13.7,44,3.9,2000,1.6,0.83,0,0
1363,13.8,43,3.7,2000,1.4,0.74,0,0
1775,13.1,45,3.1,2000,1.4,0.62,0,0
2514,12.2,45,3.1,2000,0.5,0.16,0,0
1723,11.3,50,1.1,2000,1.2,0,0,0
1489,10.6,48,2,2000,0,0,0,0
1445,9.9,50,1.2,2000,0,0,0,0
1255,9.2,55,0.9,2000,0.6,0,0,0
901,8.5,52,0.6,2000,-0.8,0,0,0
707,7.9,53,0.9,2000,-1.1,0,0,0
541,7.3,59,0.1,2000,-0.1,0,0,0
341,7.1,64,0.9,2000,0.7,0,0,0
218,6.7,71,1,2000,1.8,0,0,0
145,6.6,69,0.9,2000,1.3,0,0,0
197,6.6,73,1.1,2000,2,0,0,0
518,6.6,65,1.6,2000,0.4,0,0,0
1233,6.3,65,1,2000,0.1,0.01,0,0
2000,7,56,3.1,1971,-1.1,0.44,0,0
1070,8.4,49,2.6,2000,-1.7,1.17,0,0
792,10.2,44,2.3,1986,-1.5,1.8,0,0
926,11.7,36,4.3,2000,-2.9,2.28,0,0
967,13.2,31,3.8,2000,-3.5,2.58,0,0
1000,13.5,32,5,1990,-2.9,2.56,0,0
991,13.4,32,4.9,2000,-2.9,1.78,0,0
1054,13,39,3.7,2000,-0.6,1.09,0,0
1284,13.8,36,2.9,2000,-1,0.98,0,0
1685,13.2,36,3.6,2000,-1.5,0.55,0,0
2378,12.1,40,2.4,1854,-1.1,0.18,0,0
1614,11.1,43,2,2000,-1,0,0,0
1389,10.2,46,0.2,2000,-0.9,0,0,0
1398,9.3,52,1.5,2000,0,0,0,0
1221,8.8,55,1.6,2000,0.2,0,0,0
857,8.4,60,1.5,2000,1,0,0,0
706,8.2,61,1.3,2000,1.1,0,0,0
531,7.6,63,1.2,2000,0.9,0,0,0
409,7.1,61,0.6,2000,0,0,0,0
225,6.5,69,0.3,1981,1.2,0,0,0
168,6.2,71,1.1,2000,1.3,0,0,0
183,6,72,1.3,2000,1.3,0,0,0
412,5.8,67,1.1,2000,0.1,0,0,0
1142,5.3,73,0.7,2000,0.8,0.01,0,0
1996,6,64,1.1,1920,-0.3,0.42,0,0
1106,8.6,50,0.8,1785,-1.2,1.13,0,0
877,11.6,40,1.7,1991,-1.5,1.77,0,0
959,13,38,2.7,2000,-1,2.3,0,0
1073,14.7,38,1,1884,0.5,2.55,0,0
1110,15.8,36,1.5,1888,0.7,2.59,0,0
1187,16.5,32,1.4,1841,-0.2,2.43,0,0
1322,17.1,33,2.1,1929,0.6,2.04,0,0
1488,16.9,34,1.2,1942,0.9,1.47,0,0
1902,16.3,39,1.7,1969,2.3,0.8,0,0
2618,14.3,46,1.3,2000,2.8,0.16,0,0
1804,12.9,50,1.4,2000,2.7,0,0,0
1440,11.8,53,1.5,2000,2.5,0,0,0
1292,11,60,1.1,1995,3.5,0,0,0
1347,10.5,62,1.2,2000,3.5,0,0,0
940,9.8,66,0.5,1979,3.7,0,0,0
835,9.1,69,0.9,1885,3.7,0,0,0
739,8.5,70,0.2,1856,3.3,0,0,0
512,8,74,0.5,1786,3.6,0,0,0
374,7.6,78,0.7,1614,4,0,0,0
226,7.1,79,1.2,1567,3.6,0,0,0
148,6.7,81,1.1,1467,3.6,0,0,0
209,6.6,80,1,1424,3.3,0,0,0
412,6.2,83,0.8,1100,3.5,0.01,0,0
728,7.4,70,0.5,1373,2.2,0.36,0,0
853,10,56,1,1761,1.6,1.03,0,0
1037,12.6,50,1.4,1712,2.4,1.68,0,0
1179,15.2,44,1.2,1301,3,2.16,0,0
1402,16.6,36,0.7,1442,1.4,2.45,0,0
1652,18.3,33,1.9,1324,1.7,2.53,0,0
1712,19.3,27,1.3,1384,-0.1,2.38,0,0
1846,19.8,29,2,1246,1.2,1.97,0,0
1916,19.4,29,1.2,1154,0.8,1.37,0,0
1995,18.7,33,1.1,1164,2,0.7,0,0
1695,16.5,38,1.6,1246,2.1,0.14,0,0
1381,14.8,47,1.3,1111,3.5,0,0,0
1261,13.8,52,1.6,1088,4,0,0,0
1312,12.6,56,1.1,1053,4,0,0,0
1147,11.7,60,0.5,1002,4.1,0,0,0
971,11,62,0.3,946,3.9,0,0,0
584,9.5,65,0.9,990,3.2,0,0,0
429,9.1,68,0.3,921,3.4,0,0,0
308,8.4,73,0.4,820,3.8,0,0,0
185,7.9,76,1.3,771,3.9,0,0,0
110,7.6,79,0.3,765,4.1,0,0,0
150,7.2,80,0.7,729,3.9,0,0,0
304,6.9,81,0.8,665,3.8,0.01,0,0
556,7.5,72,1.1,697,2.7,0.34,0,0
775,10.1,60,0.8,726,2.6,1.02,0,0
847,13.3,47,0.5,818,2.2,1.67,0,0
1056,16.2,41,1,878,2.9,2.11,0,0
1394,17.2,33,1.1,1258,0.7,2.28,0,0
1593,18.1,32,1.5,1684,1.1,2.21,0,0
1767,18.9,31,2.6,1936,1.3,2.37,0,0
1948,20.1,32,2.4,1893,2.8,2,0,0
2097,19.1,31,2.1,1960,1.5,1.27,0,0
1990,18.2,43,2.3,1925,5.4,0.68,0,0
1662,16.2,58,2.4,1991,7.9,0.12,0,0
1377,15.1,60,2.9,1979,7.3,0,0,0
1306,14.4,61,2.3,1945,6.9,0,0,0
1261,13.8,66,2.4,1897,7.5,0,0,0
1029,13.5,71,1.7,1711,8.3,0,0,0
810,13.2,73,1.2,1639,8.4,0,0,0
638,12.6,78,1.3,1427,8.8,0,0,0
393,12.2,80,1.4,1283,8.8,0,0,0
272,11.8,82,0.7,1262,8.8,0,0,0
152,11,82,0.1,951,8,0,0,0
209,11.1,79,0.3,1140,7.5,0,0,0
504,11.2,81,0.2,1071,8,0,0,0
1271,11.5,81,0.8,960,8.3,0,0,0
2070,12,77,0.4,891,8,0.12,0,0
1119,12.8,74,0.5,831,8.2,0.31,0,0
837,14.1,66,0.6,827,7.8,0.58,0,0
910,16.7,65,1.5,675,10,1.42,0,0
1052,19,60,1.8,513,11,2.11,0,0
1058,19.7,52,2.1,512,9.5,1.83,0,0
1121,20,48,2.1,586,8.6,1.72,0,0
1183,20.4,43,1.7,690,7.3,1.43,0,0
1413,20.3,44,2.2,793,7.6,1.09,0,0
1773,19.3,49,2.8,966,8.3,0.55,0,0
2635,18,66,2.3,554,11.5,0.1,0,0
1911,16.9,74,1.8,366,12.2,0,0,0
1659,15.9,81,2.8,250,12.6,0,0,0
1556,15.5,86,1.3,178,13.1,0,0,0
1377,14.8,83,1.5,227,11.9,0,0,0
914,14.1,74,1.5,486,9.5,0,0,0
726,13.3,64,1.7,860,6.6,0,0,0
568,12.4,65,1.1,1099,5.9,0,0,0
427,11.7,70,1,1012,6.4,0,0,0
253,11.5,61,1.4,1399,4.2,0,0,0
145,11,69,0.6,1510,5.5,0,0,0
202,10.2,70,1.5,1519,4.9,0,0,0
491,10.1,71,0.2,1474,5,0,0,0
